,comment_IDs,user_IDs,shop_IDs,comment_lenghs,VIPcomment_ornot,if_pictures,comment_pictures,comment_taste_scores,comment_surround_scores,comment_serv_scores,comment_words,heart_nums,reply_nums,busi_reply_words,busi_reply_lenghs,,,,,刘心如,李志勋,栗渊钧,丁妮,是否满意,,周星彤,徐睿双,张柃娜,刘睿益,苏子眙
528689,261940990,1000416879,2560138,43,0,0,0,0,2,1,去一趟这家店里做的菜太咸了也不好吃上的菜也慢钱也花了也没吃上如意饭菜不爽,0,0,非常抱歉给您用歺带来不爽我们歺厅的菜品的口味都比较重以后我们会加强服务员的培训多了解一下客人的口味尽可能的给顾客提供可口的饭菜,69,,,,,0,1,1,1,1,,,,,,
432620,203379382,99980652,23301416,122,0,1,5,1,1,1,实在不知道怎么形容上来的秋葵跟我们说很嫩的那种结果上来秋葵干牛蛙简直除了辣味没有味道不知道好评都哪来的而且里面的牛蛙都是杂碎没几个腿好少太无语第一次吃到这么难吃的牛蛙还有个莴笋也就是只有咸味太失望饭都没咋吃再也不来了,1,0,亲感谢到店就餐点评咱们家的菜品众多虾米都是觉得很棒的噢下次还请按您的口味点餐呢,43,,,,,0,0,0,0,0,,,,,,
526922,328623114,10572455,2517958,59,0,1,1,1,2,0,之前赶脚还不错就订了外卖但是偷工到整个菜团就扔在下面减料到没有橄榄油拌是连拌都不拌素面而来一碗菜自己加酱调味,1,0,您好感谢您选择本店用餐同时也感谢您提出的宝贵意见我是本店经理孙武可以直接与我联系我会给你一个满意的答复在新的一年里我会加强培训提高服务意识感谢您的监督同时也祝您生活愉快,104,,,,,0,0,0,0,0,,,,,,
795668,261854127,25819139,507663,51,0,0,0,0,0,0,如果不是离家近这个地方我真是懒得去服务太差酒也不好这儿的服务就是男的怎么都行女的最好别进来,1,0,亲对于您的糟糕经历我们深表歉意请您关注我们的微信号留言讲述您的经历以便于我们了解情况解决好问题向您表达我们的歉疚,76,,,,,1,0,0,0,0,,,,,,
381677,325231754,4071680,22608662,20,0,0,0,1,1,0,菜品不新鲜服务差非常不愉快的一次用餐,0,0,尊敬的顾客朋友您好我是井格常营店店长首先非常感谢您到店用餐给您带来一次不愉快的用餐体验我们非常抱歉我们的菜品均是由中央厨房统一配送每日早上都是全新的在服务方面我们会加强管理希望您在下次用餐时能够给您带来愉快的用餐体验祝您工作顺利生活美满,129,,,,,1,0,0,0,0,,,,,,
566501,257843586,39872260,28524055,179,0,1,6,0,2,2,我想说我真的不会再去了从没吃过这么难吃的海鲜船还特别贵性价比简直就是没有又腥又咸而且还特别脏新鲜应该还算能保证但是这个脏可真是忍受不了我又不是从海里刚捞上来没有处理条件我是点的炒菜昂热炒昂好歹泥沙粪便应该清理下吧居然有食物上居然有而且还都有你说让我们怎么吃看着都够了太垃圾了绝对不会再来了,2,0,您好感谢您来喵掌柜小海鲜用餐在此非常抱歉给您带来不好的就餐体验为保证海鲜食材的新鲜度我们每天都会有专业的采购人员定量采购新鲜度您可放心海鲜的制作我们也做了部分调整再次对给您造成的困扰表示歉意期待您的再次光临我们的订餐电话,132,,,,,1,0,0,1,#NAME?,,1,0,1,1,0
858164,189783403,50855669,513232,21,0,0,0,0,0,0,这好评都刷的吧难吃度直逼小县城的冒牌货,0,0,感谢您的建议我们会加以改善期待您的下次光临,24,,,,,0,0,0,0,0,,,,,,
895905,278545983,862557598,5401435,116,0,1,4,2,1,0,水准远不如以前最让人失望的是服务太差态度不好而去很马虎点菜后连杯喝的都要等很久环境也很嘈杂食物味道倒还可以不推荐寿司试了五六种都很一般生鱼片也比较薄比较推荐铁板烧鳕鱼菲力跟三文鱼的味道都不错另外草莓汁非常好喝,0,0,尊敬的客人您好感谢您选择我们分店并对我们餐厅做出评价我们万分荣幸能为您服务正是如您一样的客人对我们的不断关心和督促才能使我们不断发现工作中的问题获得改正和不断进步从您这次的用餐的评论中我们深表遗憾餐厅的服务并没有达到您的期望对于您在就餐中所遇到的问题我们致以最诚挚的歉意此外我们一定检讨自己做的不足的地方并积极改正希望我们真诚的服务能够带给您更惬意的体验餐厅全体员工衷心期待您的再次光临,210,,,,,1,0,0,0,0,,,,,,
441511,263599249,807205963,23516579,24,0,0,0,1,1,1,咖喱牛肉太让人失望了没有以前让人惦记的味道了,0,0,首先感谢您能来我们家就餐非常抱歉给您带来不好的用餐体验椰子泰全体员工对您表示深深的歉意我们会努力为您呈上优质的服务和精美的菜品也希望您能给我们机会椰子泰全体员工期待您的再次光临在此祝您工作顺利生活愉快,110,,,,,0,0,0,0,0,,,,,,
61863,141233071,1717042,16970509,30,0,0,0,2,1,2,点餐要自己到服务台性价比不高调料无限倒是比较有意思,0,0,非常感谢你对五道口乌巢的支持餐期繁忙的时候服务员可能服务不周给你的用餐带来不便我们深感抱歉期待您的再次光临我们会为您提供最优质的服务谢谢,74,,,,,0,1,0,0,0,,,,,,
520303,256857964,12381107,2495809,17,0,0,0,0,1,1,菜品比以前差太远下坡路下得太快了,0,0,您好我们会努力提高菜品质量和服务水平期待您下次光临,28,,,,,0,0,0,0,0,,,,,,
214827,230462733,115073128,19624136,22,0,0,0,0,1,1,菜感觉不是新做的像临时加热的以后不会再来,0,0,尊敬的顾客您好感谢您光临汤城小厨用餐您选择我们家用餐就是对我们的信任没能让您用餐愉快非常抱歉您所说的问题我们已经跟厨房沟通过以后我们一定会把好关让出品的每一道菜都是美味热乎的同时也希望您能继续对我们监督希望您能在给我们一次改进的机会为了表示我们的歉意您下次来咱家用餐凭此条回复我们会赠送您本店特色红烧乳鸽两只祝您生活愉快谢谢,176,,,,,1,1,1,1,1,,,,,,
712518,303520678,6506169,4060342,31,0,0,0,0,0,0,日料分量少质量吃起来也一般基本都是物种里面的最小只不推荐,0,0,尊敬的顾客您好我们是日式自助餐厅主打日式烤肉最新推出的澳洲冰鲜牛肉味美汁多牛肉我们建议烤至分熟我们是自助餐厅所以您可以无限量点菜只要您喜欢当然我们也倡导不要浪费祝您生活愉快开心每一天赤坂亭北京大悦城店期待您的再次光临,125,,,,,0,0,0,0,0,,,,,,
52628,158382632,7692231,16762123,97,0,0,0,0,1,1,说白了就是披萨大其它毫无特色开披萨店就应该披萨好吃除了大适合聚合别的说不出来什么了服务一般披萨太难吃披萨馅料也很差鸡翅也巨难吃沙拉也性价比超级低自己绝对不会主动再去,0,0,您好上官寂舜感谢光临站点比萨中关村餐厅并感谢您能给予我们这样中肯的评价和意见非常抱歉带给您一次不满意的用餐体验我们将会针对您在产品口味方面的回馈对产品部门提出意见并改进菜品口味和质量的不断提升是我们一直追求的目标希望您能给我们一次改进的机会我是店内负责人钱章萍再次感谢您对我们的支持我们的联系电话是您有任何问题可以随时跟我们联系为了方便您的用餐我们所有餐厅均提供周边五公里之内元起免费送餐订餐电话站点比萨中关村餐厅全体员工期待您的下次光临,265,,,,,1,0,0,0,0,,,,,,
787354,303754963,17255517,48216308,250,0,1,5,1,2,1,明星的店装修的很好上档次价位贵比海底捞贵将近一倍服务差海底捞甩他条街就位等人我先看菜单点餐分钟服务员问你点完了吗此时已经要翻白眼了普通街边小店也没这么说话的点完等朋友我问服务员有小零食吗服务员那是给等位吃的晕在外面等位的才能吃我进来了你不管了菜上来给锅加水水溅朋友身上服务员看了一眼一句话不说你不觉得不好意思菜没吃完又开始集体小二跳舞那声音震得耳朵痛这又不是夜店整个就餐气氛服务让我感觉非常不好菜品差服务差做餐饮难道就靠装修明星,0,0,您好客官在下辣庄庄主感谢您对辣庄提出的宝贵意见并在此向您表示诚挚的歉意由于本庄小二的服务不周给您用餐带来了不愉快非常抱歉我们一定会加强服务培训提高服务质量期待您再次光临辣庄,95,,,,,0,0,0,0,0,,,,,,
130996,232274708,19420014,18501602,28,0,1,1,0,0,0,非常难吃环境差服务跟不上第一次吃这个吃到要吐的感觉,2,1,马懂懂您好非常感谢您在百忙中的点评感谢您对将太无二的支持看到您的点评没能为您提供满意的用餐体验在此向您表示深深的歉意非常抱歉我们将会根据您的点评不管是厨房菜品还是服务水平进行全面的自检自查找出问题所在并提升整体素质相信有了您的不断鞭策我们会越做越好非常感谢您的宝贵意见再次感谢您的点评华联力宝餐厅全体员工祝您及您的家人朋友生活愉快开心快乐每一天期待您的再次光临哦,213,,,,,1,1,0,1,1,,,,,,
559550,241163177,951053,27727752,280,0,1,6,2,2,1,云南特色菜朋友们都吐槽他家菜量太小环境不错但是服务真不行说说菜吧我爱吃的是手撕牛干巴炒藕条元咸辣口的牛干巴劲道入味藕条脆鲜好吃黑三剁下饭绝配凉菜鲜薄荷配卤牛肉元薄荷量给的挺多的牛肉量少了些牛肉片切的很薄但是块儿比较小根本包不上薄荷只能夹着一起吃了汁儿做的还行鸡丝凉米线元算主食了是他家我最爱的主食汁儿调的好米线也够爽滑推荐老奶洋芋泡鲁达都是吃着玩儿的小吃也不错我觉得不太好吃的是楚雄山药煨排骨元排骨块儿少酱汁倒是挺多的但不够浓郁版纳野果酸汤鱼元这个做的很差酸度不够不正宗,0,0,嘿嘿看来美铝应该算是个小吃货嘛对于菜品的口味口味评价很细致肴肴很开心您对于菜品的肯定呦对于服务来了好多新伙伴一定下来做好员工带训把服务菜品做到更好,85,,,,,0,1,0,1,#NAME?,,1,1,0,0,0
224272,230649759,51806451,19708800,31,0,1,1,1,2,0,排队等了桌食物味道还可以服务怠慢叫了次都爱答不理,0,0,感谢您光临站点比萨爱琴海餐厅谢谢您的宝贵意见我们会针对您的建议做好我们的培训希望下次给您一个愉快的用餐心情您的认可是我们工作最大的动力我们一定会更加努力为您提供优质的菜品服务及良好的用餐环境现在店内优惠很多碳酸饮料无限续杯等五公里之内点够元我们可以免费送餐电话是我是店内负责人小杰我们联系电话是您有任何问题可以随时与我们联系站点比萨爱琴海餐厅全体员工期待您的下次光临,219,,,,,1,0,0,0,0,,,,,,
588741,41536351,5282928,3160102,60,0,0,0,1,2,2,从开业就开始吃这几年味道服务下降的很厉害连锁店扩张的太厉害了价格提的也快但不顾质量的下降怎么对的起充钱办卡的会员,0,0,亲您好感谢您抽出宝贵时间为我们点评我们会努力做的更好为大家服务健将一品劲松店全体员工欢迎您的下次光临,54,,,,,0,0,0,0,0,,,,,,
764341,192350460,259898,4523727,34,0,0,0,0,0,0,菜品做的越来越不好服务员的手都插到粥里一碗如此两碗还是如此,0,2,尊敬的顾客您好感谢您的点评与分享感谢您对我们提出的宝贵意见非常抱歉没有带给您一次愉快的用餐对于您说的问题是我们对服务人员的培训没有到位是我们的过错我们会针对此事在例会上重点提醒并改进杜绝此类事件再次发生希望您在给我们一次机会期待您的再次光临汤城小厨东方店全体员工祝您生活愉快天天开心,154,,,,,1,1,0,1,1,,,,,,
216335,323748123,27054586,19630202,143,0,0,0,2,1,2,看到评价那么好特地来吃可惜不太满意点评上推荐的菜品都没有只有火锅火锅的内蒙牛肉有膻味蟹棒很硬梭子蟹也不太好其他算一般而且不知道是不是怕点多浪费菜故意上的很慢快吃完了才给上蔬菜已经吃不下了感觉最好吃的是水果和小菜至于锅底酸汤锅是酸辣口辣度正好比菌汤锅好吃,0,0,您好点评中网友的那些推荐菜都是之前的私房菜现在已经没有了但是我们自己没办法进行修改的目前只有火锅自助这个海鲜和肉类都没有不舍得给您上蔬菜更谈不上故意不给上了不过确实不希望浪费太多了我们的成本是一方面损失您自己的福报也不好吃饱为止不浪费就更好了欢迎您下次光临,141,,,,,1,0,0,1,#NAME?,0,0,0,0,0,0
226474,269209799,20717159,19790758,38,0,0,0,2,2,1,性价比不高的日餐可能在日本呆了很久的缘故所以觉得菜品新鲜程度不是太理想,0,0,贵宾您好感谢您百忙中的点评将太无二是一家源自加拿大带有北美血统的新派创意料理经营的生鱼片源自世界各地无污染海域是品质与健康的绝对保证餐厅内供应寿司生鱼火锅等多种美食菜品的不足之处还望您多提宝贵建议我们会努力完善哦希望您继续关注和支持我们望京华彩餐厅全体员工祝您生活愉快合家欢乐,152,,,,,0,0,0,0,0,,,,,,
913662,77248483,862617,5493867,31,0,0,0,0,0,0,等烤鸭冷得要死点菜还给落下了不说口味怎么样以后不会来了,1,1,你好我是本店的经理很抱歉在本店用餐让您不愉快我会加强培训看到了您的意见我们第一时间解决了冷的问题在此表示感谢,61,,,,,0,0,1,0,0,,,,,,
83399,260536640,797628363,17928711,106,0,0,0,0,0,0,差评和大众点评的商品销售衔接根本没做好本来在大众团到一张的饼干盒优惠卷从城北来到城东竟然说是没用的没用你妹啊没用你发到大众点评对于这种企业之间的合作真是做得非常差劲累及消费者必须差评,1,0,您好首先为给您带来的困扰向您表示诚挚的歉意大众点评的所有活动中除了霸王餐以外客人都是需要进行支付的完成了支付才可以称之为团到了什么东西我们的元的曲奇优惠券并不是霸王餐活动只是之前在大众点评的团购活动您点击参与活动是指取得了以元获得一盒曲奇的资格并未付款给大众点评如需购买您可以凭此资格到店支付元购买一盒曲奇我们在具体操作中从未拒绝客人使用此项功能但也并不是指您可以凭资格短信在不支付的情况下免费取走一盒曲奇大众点评的规则中允许商户设定商品团购价为元至商品本身价格我们设置的是商品本身价格在这种情况下大众点评把这个位置作为产品的宣传位这是规则范围内的也是时下很多商户都在使用的您参与与否都可以顺利买到产品不会对您造成任何损失而此活动是月日结束的至今已经过去将近两个月了请问您是什么时候到店的呢我们会根据您到店的时间查看是哪位客服接待的您为什么没有向您解释清楚如果您在近期还能点击参加这个活动说明一定大众点评的后台设置出了问题所以请您与我们取得联系这样我们才能找到问题出在哪里才有提高的空间感谢您的光临,497,,,,,1,1,1,1,1,,,,,,
264444,300243845,35312665,20880600,131,0,1,6,1,2,0,感觉味道很一般服务也一般就四个服务员烧鹅感觉不是现做的皮一点也不脆咬不烂像后来加热的鸡爪肉有点老像之前做好微波炉加热的豆豉排骨饭一般吧如图量很小芥蓝不新鲜啊不嫩有点老蘑菇鸡肉粥这个还不错蛋挞外酥里嫩该店可以改成只卖蛋挞了,0,0,亲爱的顾客您好很抱歉没能给您一次愉快的用餐心情关于您提出对于菜品的建议我们已经反馈给厨师长服务方面我们也会进一步进行培训蛋挞是从澳门斥巨资购买的配方经过厨师精心烤制很开心得到您的认可呢还请您再给一次服务您的机会谢谢,117,,,,,1,0,1,0,#NAME?,1,1,1,1,1,1
773409,185105791,39255046,4549568,17,0,0,0,1,1,1,服务太一般套餐上来的虾还少份量,0,0,很抱歉没有给到您满意的服务希望您提出宝贵的意见我们将继续努力加强培训和指导不断提高服务人员的技能以便下次来用餐时让您享受到更好的服务君子之交淡如水望您继续支持我们如果您对我们店有不满意的地方或有好的建议请致电,127,,,,,0,0,0,0,0,,,,,,
866367,172372782,2891909,514404,69,0,1,3,0,0,0,没见过这么假的三文鱼你压成均匀分布的一层一层两道菜的三文鱼颜色也不一样以为别人傻吗黑心店家差评真不知道之前的好评是怎么刷出来的,0,3,您好首先没能给您带来满意的用餐我们表示歉意您提出的问题我们进行了确认落实也查看了当天监控视频桃屋所采用的生鲜食材有专门的配送中心保证食材的新鲜品质大家的好评也是最好的见证您说的假三文鱼我们更没有听说过我们也没有必要这样做这个两个菜是您在百度外卖点的三文鱼油梨沙拉这个菜百度外卖我们今天一共卖了二份询问了这个菜制作厨师三文鱼油梨沙拉里的三文鱼是用鱼的腹部肉本身和鱼的背部肉有点色差在食用前浇上沙拉汁也会变色另外送餐员为了挣钱也会拼单送餐如果和别的家一起送餐特别是热菜如果冷热叠放也会变色请您想信我们我们这家店在西郊宾馆开业已经年如果像您所说黑心店我们早就关门倒闭了我们更不会辜负深深喜爱桃屋所有食客感谢您给我们提出的宝贵意见我们会不断的提高感谢您的关注好的意见和建议我们都会及时采纳祝您愉快,380,,,,,1,1,1,1,1,,,,,,
8554,181070338,827355499,10651739,64,0,1,1,0,0,0,我第一次来一个人吃饭问有什么汤看到西红柿疙瘩汤点时服务生没有对我说一个人吃不完我也是醉了味道也不怎么样再也不来了,0,0,非常抱歉让您失望了对于此事已经培训服务人员了希望您再次光临,32,,,,,0,1,0,0,0,,,,,,
899481,209181277,2776739,5414722,43,0,0,0,0,2,2,菜没一个好吃的那个虾挂糖特别多茄子味道更是怪怪的菜价还挺贵的下次肯定不去吃了,1,0,感谢您的点评也很抱歉给您没留下一个美好的印象但是我想您不能因此而错过下次的美味我相信下次您来换些别的菜肯定有几款会是您的菜,65,,,,,0,0,0,0,0,,,,,,
1010727,166579493,33003398,6031094,30,0,0,0,1,1,2,除了服务没有别的能赞一下的了食材贼一般屋子里面暗暗的,0,0,您好感谢光临站点比萨亚运村餐厅您的支持和认可是我们工作最大的动力我们一定会更加努力为您提供优质的菜品周到的服务及良好的用餐环境我是店内负责人金君哲再次感谢您对我们的支持我们的联系电话是您有任何问题可以随时跟我们联系为了方便您的用餐我们所有餐厅均提供周边五公里之内元起免费送餐订餐电话站点比萨亚运村餐厅全体员工期待您的下次光临,212,,,,,1,0,0,0,0,,,,,,
365045,237847708,23620969,22246291,25,0,0,0,1,1,2,榴莲没有熟透啊很生的口感芒果也很酸口感很一般,0,0,亲您好您是月份购买的蛋糕可能那时候天气比较冷由于季节问题水果熟的不太好现在车间用的水果全部是熟透的水果欢迎您再次光临期待下次能更好的为您服务届时我们一定会给您送到可口满意的纯天然的果肉蛋糕祝您生活愉快工作顺心顺意,122,,,,,1,1,0,1,1,,,,,,
198582,332248736,46601830,19495435,33,0,0,0,2,2,1,上菜太慢了菜都凉了才上来一共需要近一小时才把菜上齐我也是醉了,0,0,感谢您对我们提出的宝贵意见我们会及时关注并做出相应的整改对操作人员以及服务人员进行培训提升员工服务技能和积极性同时加强菜品的出品质量和速度欢迎您下次光临谢谢,85,,,,,0,0,0,0,0,,,,,,
589452,331043952,15848838,3161194,198,0,1,6,0,1,1,店铺位置很好长梯上来右拐就是目前为止这是吃过的最差的一家鹿港饭点等位很夸张不过翻台也快上菜速度很快但是味道太差了炸过的食物都炸焦了口感差油条虾几乎每桌都点了我们吃到的油条很硬咬起来都费劲香菇土鸡汤里面有成段的葱鸡块都是带血丝的口感很柴味道不好担仔面没有一丝味道面条也煮软了虾是臭的牛肉面甚至没有煮开大量面条粘连相比较炸豆腐和鲈鱼算是好吃的热奶茶真的是热的下不了口,0,0,亲您好我是本餐厅的店长衡建平谢谢您选择我家并分享您的品尝感受这次没让您吃好感到非常对不起我们会对产品出品口味进行测试确保按标准出餐为每一位顾客提供优质的菜品是我们一直秉承的原则我的联系方式是希望与您取得联系您的再次光临将是我们不断进步的动力祝工作顺利哦谢谢,152,,,,,1,0,0,0,0,,,,,,
238082,279468006,25677015,20541213,39,0,0,0,0,0,0,差评感觉换老板了锅底没有了牛油一点也不香大堂经理太差了大家换别家吃吧,1,0,尊敬的顾客您好我们家的锅底一直都是放整块牛油的由于我们的工作没做到位在用餐中给您带来不愉快请您谅解祝您生活愉快,60,,,,,0,0,0,0,0,,,,,,
165147,226465584,149054567,19370998,87,0,0,0,1,1,0,我去这服务这上菜速度还不如沙县小吃了东西就一般和三里屯隐泉比真没法比来了半小时服务员脸色极差上菜速度好像整个后厨就一个人一样也是醉了果断吃完再去吃一顿,1,0,尊敬的亲首先您选择在隐泉不同门店体验用餐我们对您的厚爱表示最衷心的感谢隐泉所有门店坚持同一理念带给每一位到店用餐的客人最满意的用餐体验尤其我们最看中的是客人的想法与感受您的意见我们已经向当班经理反映因此诚邀您再次光临隐泉我们一定让您满意而归具体请见私信,140,,,,,0,0,0,1,0,,,,,,
420125,341142336,827455978,23093948,74,0,1,3,0,0,0,这家的菜太难吃汤包一点汤都没有还好意思叫汤包菠萝咕噜肉嚼不动老女服务员的态度极差竟然敢催着客人点餐丧着个死脸这辈子都不会再吃宏状元粥了,1,1,您好我是宏状元客服中心您的反馈意见我们已经收到非常感谢您在百忙之中抽出时间为我们点评未能给您提供愉快的用餐体验我们深表歉意我们已经将您的反馈的意见告知当班负责人并加强餐厅产品品质的管理与员工的技能培训宏状元全体员工期待您的再次光临,122,,,,,0,0,0,1,0,,,,,,
220687,319524346,1097319683,19698268,75,0,1,1,0,0,0,这家店真的是太坑了没有之一很多菜单上的菜都没有尤其是那道上像猫耳朵还是拿意大利面做的菜量小而且并不怎么好吃性价比很低以后根本不会再来第二次,0,0,尊敬的顾客您好很抱歉小店的菜品服务环境都没能让您满意外婆家向您承诺如果用餐过程中有任何您不满意的菜都是可退可换的当然这也是我们的工作没有做到位我们的服务人员照顾不周让您带着不满意离开请您多多包涵这真的不是我们所想看到的结果还是希望您能再给我们一次机会让您能满意而归再次向您说声抱歉祝您有个好心情,162,,,,,1,1,1,0,1,,,,,,
560834,344310649,3977655,2774725,84,0,1,3,2,2,1,点的招牌红烧肉什么嘛面上三块是五花肉地下的都是瘦肉特柴根本不入味儿也嚼不烂失败还有个蘑菇也一样嚼不烂跟吃树根一样而且两个菜均不热米饭也黄黄的不想现蒸的,0,0,敬的顾客您好非常抱歉给您带来了不愉快的用餐经历也感谢您的指正和建议希望能与您沟通向您表示歉意我是小南国东方店店总郑玉明电话期待您的来电谢谢,88,,,,,1,0,1,0,#NAME?,0,0,0,0,0,0
83618,293381938,4966354,17938383,41,0,1,4,0,0,0,没有无障碍不帮助残疾人拿轮椅西三旗店中午休息网上没有通知给残疾人带来麻烦,0,0,对不起给您带来不便我们很抱歉对于服务我们没有做到更细心更贴切不过以后我们会改变也期望您能谅解祝您生活愉快,59,,,,,0,0,1,0,0,,,,,,
969887,292785544,1087452645,580117,18,0,0,0,0,0,0,好的很哪很实惠香甜可口油有点大,0,0,亲感谢您对我们的评价与支持我们最近有新菜品推出呢期待您前来品尝,35,,,,,1,,1,0,1,,,,,,
703871,169694218,62845154,3875764,15,0,0,0,0,0,1,味道一般好热感觉吃不踏实,0,1,亲欢迎您下次观临祝您生活愉快,17,,,,,0,0,0,0,0,,,,,,
1015746,312116237,878500684,6043350,365,0,0,0,1,0,0,如果可以打分的话我是不可能给分的服务差到爆虽然说餐厅不愁生意但是找的服务员连笑都不会都说顾客是上帝在你们的服务员眼里他们自己的地位可比顾客高多了说句不好听的路边卖煎饼果子的服务都比你家服务员强点了一盘凉的麻辣豆腐我要求服务员给换一份服务员一脸不情愿的说只是凉了声称要给我加热说了好几遍仍然坚持要给我加热而不是换一份现做的简直无语进餐厅的时候没有人迎接也就罢了主动让服务员找位置服务员也不管说你坐下就有人给你收拾桌子了然而并没有在我们一遍一遍的请求下终于有服务员肯为我们收拾出来干净的桌子了点完了菜我主动拿给现在结账位置的服务员很多服务员围在那里不知道在干嘛却没有一个人机会写完菜单的我我戳了那个服务员好几次她居然都没有反应自始至终没有一个服务员对我笑过,0,0,亲爱的顾客您好感谢您光临绿茶餐厅对于您提出的意见我们已经了解并且针对您所提供的信息对员工进行了全面的服务培训确保每一个员工在以后的服务中都能以顾客满意为主给顾客创造一个良好的用餐环境同时希望您能够继续关注绿茶餐厅您的建议是对我们最大的帮助,128,,,,,0,0,0,0,0,,,,,,
823000,256302054,862790029,510404,209,0,1,3,1,2,1,单位附近的菜馆常来最近换了一些菜有的菜和四世同堂局气差不多服务没有以前好比较懒散元的老北京熏肘子不推荐肘子太迷你荷叶饼也没蒸透不知道盘子在哪碰碎了肘子裹着碎碴子就端上来了本来以为就一两块肉扔了得了没想到那么多的碎盘子碴子叫来服务员一句抱歉的话都没有够差劲的点菜的服务员哈欠连天跟男服务员逗闹倒挺有劲新出的榨汁不好喝桂花山楂汁跟果茶兑水一个味道这次吃饭从服务到菜品都给差评,1,0,非常抱歉招待不周给您带来不愉快的用餐体验在此我们深表歉意我们会加强培训提升服务水平改进工作不足为顾客创造愉悦的用餐体验祝您生活愉快,74,,,,,0,0,0,0,0,,,,,,
899483,206448666,54794054,5414722,20,0,0,0,0,2,2,爱马太腻了太难吃了啥也不说了,0,1,非常感谢您的评价我们会和厨师长沟通一下感谢您对我们的支持我们会努力不断的前进,41,,,,,0,0,0,1,0,,,,,,
340647,320932573,793648586,22019873,28,0,0,0,0,0,0,这种无良的白痴店面打电话预约跟没打一样毫无诚信可言,0,0,亲感谢您的好评认可我们会继续保持的并努力做的更好期待您再次光临,35,,,,,0,0,0,0,0,,,,,,
544623,291580668,912111,27252178,153,0,1,6,1,2,2,以前只点过站点比萨的外卖周末带孩子去永旺玩中午在店里吃了一次只能说超级失望啊首先奶茶是我喝过最最难喝的一点奶茶味儿没有还是酸的估计是不是挤了柠檬汁啊关键是上来的时候表面都飘着没融化的奶粉颗粒呢大家自己看图吧红薯薯条味道还可以就是都糊了鸡翅都是面味儿和油哈喇味儿好在沙拉和比萨中规中矩,0,0,您好贪吃的小熊感谢光临站点比萨永旺梦乐城餐厅并感谢您能给予我们这样中肯的评价和意见非常抱歉带给您一次不满意的用餐体验我们将会针对您在产品口味方面的回馈对产品部门提出意见并改进菜品口味和质量的不断提升是我们一直追求的目标希望您能给我们一次改进的机会我是店内负责人姬国清再次感谢您对我们的支持我们的联系电话是您有任何问题可以随时跟我们联系为了方便您的用餐我们所有餐厅均提供周边五公里之内元起免费送餐订餐电话站点比萨永旺梦乐城餐厅全体员工期待您的下次光临,270,,,,,1,0,0,1,#NAME?,,0,1,0,1,1
133074,285730658,419656698,18532570,57,0,0,0,0,1,1,现在做的味道真的是不如以前了去年在这家吃的时候感觉味道还行前两天去吃的时候就一个咸味啥味没有是不是换人了,0,0,感谢您光临小店并提出宝贵的意见我们一定努力改进争取您的满意祝您生活愉快工作顺利,43,,,,,0,0,0,0,0,,,,,,
94909,342822014,750385065,18063565,143,0,1,1,0,0,0,有零星绝不可能给一星已经在店里坐分钟了等位混乱嘈杂有了座位没人理菜单笔是我自己找的点菜完成分钟上了第一道菜已经在吧台放了很久的麻酱抄手麻酱已经凝固了一共点了五道菜至今只上了两道还有一道给我们在菜单上划掉了也没告诉我绝对是最后一次不可能再来谢谢,0,0,首先感谢您的光临与点评我们向公司领导反应您提出的问题也希望您有其他的建议给予我们批评改正我们期待您的下次光临,58,,,,,0,0,0,1,0,,,,,,
90786,292260312,2847232,17984550,183,0,0,0,0,0,0,说什么好呢本来绿茶就不咋样帝都的相比杭州和上海的更差面包诱惑不好吃都难唯一觉得还算的菜牛肉诱惑蒜味那么重不知道哪里诱惑了笋干肉丸明明是梅干菜笋干都看不见肉丸那么咸是什么鬼呢小炒肉这是什么菜咸难吃皮蛋豆腐样子倒是蛮有创意的但是味道实在太难吃了青柠柑橘水名字不记得了超级甜青柠的清爽呢客家茄子煲奇怪的味道上菜超级慢差评,0,0,亲爱的顾客您好首先感谢您的光临您提出的问题我们多加观察下次过来給您在介绍其他菜品相信总会有您喜欢吃的菜,56,,,,,0,0,0,0,0,,,,,,
802738,335209889,53027428,508263,162,0,1,5,1,1,0,公司团建去过两次印象不错才会在情人节选择去之前在美味不用等上预订了座位但还是要现场取号环境比较嘈杂菜品真是吃完一道菜还会上下一道菜一道菜一催再催上来之后分量还不太够炒饭太咸了烤乳鸽还是不错的想吃虾饺皇但是卖完了牛排会有一点筋整体味道还不错没有什么服务连白水都不给续还好意思收服务费总之不会再去了,0,0,尊敬的顾客您好我是店长柏鹏对于这次的事我深表歉意您反馈的菜品和上菜慢的问题已经和出品师傅沟通进行改进由于每天中午以及节假日是我们的上客高峰期需要等位所以只能现场来了根据现场情况排位和安排位子不能留位很抱歉此次服务没有做到位再次向您道歉后续我们会加强培训希望你能能联系我愿意给我们一次还过的机会我会亲自跟进您的菜品和服务领您满意期待您的光临,197,,,,,1,0,1,1,1,,,,,,
